Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,ticker,name,sector,industry
DJIA S&P500,17.03,8.73,0.20%,253.30M,4.55%,37.43B,14.25,10.44,-6.15%,252.57M,7.10%,2.24B,4.13,3.16,87.70%,2.38%,25.92%,31.67B,1.18,6.90%,3.65%,4.13,21.66%,109.94,1.35,19.75%,2.00%,139.25,5.22%,2.32,64.20,4.12%,8.50%,76.99 - 145.55,5.95%,3.40,7.23,-1.50%,9.10%,2.18%,0.77,2.29%,-,3.00%,-,93.17%,3.00,30800,-,3.20%,9.60%,71.89,2.15% 1.92%,Yes,0.25,115.10%,7.10%,1.93,145.02,Yes,0.23,Jan 21 BMO,37.70%,1.46M,148.72,2.70,6.60%,8.79%,26.08%,"2,835,427",2.55%,TRV,"The Travelers Companies, Inc.",Financial,Insurance - Property & Casualty
S&P 500,24.09,6.44,0.10%,116.34M,1.31%,17.96B,23.91,6.49,-62.66%,115.92M,5.51%,757.20M,1.54,1.48,92.30%,4.26%,3.66%,9.93B,1.81,8.00%,0.02%,3.70,6.32%,16.12,9.63,-3.13%,12.20%,154.92,67.09%,9.61,16.15,15.66%,46.70%,63.89 - 160.83,10.39%,1.60,17.99,11.90%,29.10%,-3.51%,1.00,1.03%,0.60,7.90%,35.30%,142.89%,3.51,16000,1.50,31.40%,10.10%,67.59,2.25% 2.50%,Yes,0.50,59.10%,7.60%,0.56,155.35,Yes,0.30,Jan 28 BMO,22.30%,1.33M,155.18,2.40,4.65%,10.13%,16.69%,"750,760",-0.11%,TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail
S&P 500,1673.25,0.51,0.10%,947.90M,-1.10%,800.97B,211.30,4.00,-35.68%,758.46M,21.58%,525.00M,-,0.95,42.60%,7.99%,100.26%,28.18B,28.43,14.90%,0.40%,1.38,165.33%,17.11,49.39,70.90%,1.40%,491.70,641.79%,15.33,55.12,-,5.00%,70.10 - 884.49,19.74%,-,188.46,-15.60%,-0.90%,-4.47%,2.11,-,1.30,50.40%,21.10%,1105.37%,35.98,48016,1.60,-49.00%,6.30%,67.47,2.85% 3.88%,Yes,0.86,124.60%,1.90%,0.46,850.45,Yes,0.66,Jan 27 AMC,0.00%,44.00M,844.99,2.80,11.73%,34.21%,124.81%,"20,598,132",-0.64%,TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers
-,39.65,3.38,-,5.19B,12.52%,587.65B,33.07,4.06,-,4.86B,28.65%,17.55B,1.62,0.95,19.10%,0.28%,52.01%,46.28B,12.70,-1.70%,0.89%,1.45,95.77%,12.31,10.90,17.42%,20.30%,116.85,129.92%,6.11,21.94,24.50%,28.90%,42.70 - 136.13,23.04%,1.74,-,5.50%,18.10%,-1.45%,1.00,1.30%,1.60,7.00%,52.10%,214.19%,4.92,48602,1.80,21.60%,41.20%,78.01,5.26% 3.56%,Yes,0.23,35.90%,37.90%,1.62,130.64,Yes,0.14,Jan 14 BMO,-,9.48M,134.16,2.00,16.32%,27.26%,72.32%,"15,609,871",2.69%,TSM,Taiwan Semiconductor Manufacturing Company Limited,Technology,Semiconductors
S&P 500,11.17,5.90,1.20%,363.00M,2.82%,24.04B,10.31,6.39,-0.07%,287.86M,1.46%,2.14B,2.54,1.49,79.00%,1.06%,13.90%,43.19B,0.56,5.50%,-3.91%,1.23,9.20%,42.60,1.55,12.14%,6.20%,75.64,-24.78%,3.89,16.93,4.40%,14.50%,42.57 - 90.25,2.27%,1.78,11.59,14.80%,9.70%,-26.98%,0.77,2.70%,0.90,0.90%,13.70%,54.80%,1.65,139000,1.90,5.30%,7.20%,55.35,2.60% 2.41%,Yes,0.73,87.50%,5.00%,0.81,66.25,Yes,0.70,Nov 16 BMO,28.50%,2.48M,65.90,2.40,2.56%,1.83%,6.68%,"2,040,665",-0.53%,TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products
S&P 500,37.39,4.13,0.20%,240.40M,2.31%,37.39B,29.91,5.16,-41.63%,239.12M,9.49%,1.00B,5.88,0.91,85.10%,0.82%,19.97%,13.43B,2.79,3.90%,0.07%,1.47,45.41%,26.48,5.83,19.07%,4.90%,149.61,51.23%,13.18,11.72,6.36%,14.30%,70.00 - 155.79,6.39%,2.12,37.02,11.40%,13.00%,-0.87%,0.99,1.37%,1.40,5.20%,30.80%,120.63%,3.35,50000,1.70,0.70%,11.70%,66.08,2.23% 2.14%,Yes,0.83,6.50%,6.80%,0.72,155.24,Yes,0.71,Feb 05 BMO,56.20%,1.33M,154.44,2.50,4.40%,6.30%,33.89%,"953,016",-0.52%,TT,Trane Technologies plc,Industrials,Specialty Industrial Machinery
-,33.12,3.04,0.30%,107.95M,0.40%,11.13B,25.82,3.89,-39.77%,107.24M,6.02%,329.70M,2.85,0.74,83.70%,0.96%,17.38%,3.38B,3.29,20.10%,0.19%,2.59,39.62%,10.33,9.73,12.36%,12.00%,105.00,21.73%,4.33,23.19,11.60%,32.40%,52.07 - 102.00,5.98%,1.05,31.47,11.30%,18.30%,-1.46%,0.76,1.04%,0.90,7.20%,35.20%,93.03%,1.95,10385,1.70,14.50%,12.60%,65.01,1.82% 1.96%,Yes,0.71,88.00%,9.80%,1.03,100.42,Yes,0.62,Dec 16 BMO,32.70%,397.84K,100.51,2.70,3.80%,8.54%,29.02%,"406,917",0.09%,TTC,The Toro Company,Industrials,Tools & Accessories
-,279.10,2.91,0.50%,46.58M,3.51%,37.69B,163.42,4.98,-57.85%,41.63M,-14.55%,141.40M,9.62,1.87,76.70%,4.46%,32.79%,732.10M,51.48,17.70%,-0.10%,2.09,83.40%,17.87,45.50,0.08%,7.60%,726.00,188.42%,12.02,67.63,29.00%,19.70%,136.00 - 972.80,1.50%,-,273.92,54.16%,17.00%,-16.42%,2.57,-,1.70,71.50%,76.20%,497.82%,34.34,1310,1.70,31.60%,12.40%,49.35,3.71% 4.54%,Yes,0.09,107.30%,19.30%,0.85,810.99,Yes,0.09,Nov 05 AMC,0.00%,888.28K,813.03,2.50,-0.96%,-3.17%,54.23%,"761,562",0.25%,TTD,"The Trade Desk, Inc.",Technology,Software - Application
-,10.37,1.94,-,719.49M,23.29%,14.43B,-,-,-,411.30M,64.70%,-,1.50,-,5.29%,1.15%,124.89%,-,-,-,-,2.37,180.95%,20.54,0.98,-,-,8.20,54.43%,-,-,6.90%,-,3.92 - 18.96,59.21%,-,-,-41.24%,-,5.80%,-,-,-,-,-,411.73%,0.66,78906,-,-18.20%,-,89.42,2.43% 2.50%,Yes,-,-,-,2.49,18.94,Yes,-,-,-,2.00M,20.06,4.00,42.23%,59.09%,128.98%,"4,826,967",5.91%,TTM,Tata Motors Limited,Consumer Cyclical,Auto Manufacturers
S&P 500,49.72,4.13,0.10%,114.44M,3.04%,23.55B,36.23,5.67,-32.61%,113.00M,1.07%,474.20M,3.25,0.94,95.20%,2.91%,25.01%,3.36B,7.00,24.00%,0.43%,2.26,33.44%,25.35,8.11,1.32%,9.00%,195.31,57.99%,20.83,9.87,15.28%,18.10%,100.00 - 211.44,-1.07%,-,21.11,24.70%,14.60%,-2.78%,0.62,-,1.70,23.30%,48.20%,105.56%,5.87,5800,1.70,-1.90%,14.80%,59.05,3.11% 2.65%,Yes,0.00,36.70%,14.10%,0.61,207.05,Yes,0.00,Feb 08 AMC,0.00%,1.46M,205.56,2.10,1.39%,9.81%,28.88%,"890,308",-0.72%,TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia
-,25.14,0.83,0.20%,1.28B,1.11%,26.54B,16.75,1.25,0.00%,1.27B,4.93%,1.04B,7.40,0.25,56.94%,0.39%,16.01%,11.96B,2.22,8.20%,-,4.41,21.76%,7.48,2.79,12.56%,3.30%,-,5.46%,0.39,54.00,3.40%,11.10%,13.54 - 21.04,5.40%,0.98,48.83,4.70%,8.60%,-0.81%,0.76,4.70%,0.70,4.10%,60.10%,54.14%,0.27,65600,0.80,7.40%,17.40%,68.91,1.18% 1.28%,Yes,1.57,-33.70%,8.70%,0.72,20.85,Yes,1.47,Nov 06 BMO,138.90%,1.13M,20.87,2.30,2.59%,5.61%,16.25%,"818,919",0.10%,TU,TELUS Corporation,Communication Services,Telecom Services
-,69.33,0.94,0.90%,187.77M,-2.08%,14.76B,46.33,1.40,-46.95%,91.06M,-4.99%,168.50M,4.47,0.33,-,2.27%,9.66%,856.90M,17.23,54.00%,0.13%,2.99,15.28%,21.60,3.01,9.19%,3.20%,67.62,44.13%,3.03,21.47,15.52%,4.50%,33.23 - 69.06,4.02%,0.32,41.65,-,4.10%,-5.93%,-,0.49%,-,-,-,95.49%,1.72,919,-,5.90%,28.70%,54.29,2.31% 2.81%,Yes,0.00,-41.20%,19.70%,0.62,65.39,Yes,0.00,Feb 04 BMO,32.60%,689.77K,64.96,2.40,1.18%,3.86%,11.45%,"428,619",-0.66%,TW,Tradeweb Markets Inc.,Financial,Capital Markets
-,-,-2.83,0.30%,147.50M,5.42%,61.86B,6174.60,0.06,-53.35%,139.13M,6.57%,-401.90M,-,-0.07,85.20%,3.81%,25.74%,1.54B,40.04,-88.00%,0.31%,2.32,48.44%,39.07,9.96,-47.50%,-7.20%,387.50,226.56%,20.74,18.75,20.50%,-8.60%,68.06 - 398.29,14.92%,-,-,-48.60%,-6.60%,-2.33%,1.50,-,10.90,66.40%,52.30%,471.59%,14.78,3664,10.90,51.80%,-26.00%,64.76,3.43% 3.93%,Yes,0.08,-23.20%,-26.00%,0.45,392.97,Yes,0.08,Oct 26 AMC,-,2.29M,389.00,1.90,7.56%,17.54%,55.53%,"1,064,476",-1.01%,TWLO,Twilio Inc.,Communication Services,Internet Content & Information
S&P 500,-,-1.58,0.20%,790.83M,-0.21%,37.98B,52.59,0.90,-23.87%,777.24M,-15.66%,-1239.00M,-,0.30,76.30%,2.71%,1.66%,3.43B,11.06,19.60%,-0.03%,1.19,27.56%,9.88,4.77,226.80%,-9.60%,46.57,38.51%,9.53,4.94,-,-15.00%,20.00 - 56.11,-12.98%,-,180.61,31.60%,12.80%,-16.02%,0.73,-,4.40,19.80%,63.70%,135.60%,2.03,4900,4.40,13.70%,-2.40%,39.22,3.68% 3.54%,Yes,0.44,-23.10%,-36.10%,0.82,47.60,Yes,0.33,Feb 09 AMC,-,17.69M,47.12,2.80,-8.28%,-3.33%,18.80%,"15,457,890",-1.01%,TWTR,"Twitter, Inc.",Communication Services,Internet Content & Information
-,-,-1.35,2.10%,101.34M,5.70%,19.99B,-,-0.39,-18.53%,71.96M,21.34%,-134.30M,-,-0.23,88.80%,1.34%,21.29%,261.90M,76.32,33.30%,0.64%,1.19,96.10%,8.14,22.79,74.20%,-18.90%,157.50,102.08%,7.14,26.00,-,-26.30%,48.78 - 191.24,31.02%,-,-,-,-6.80%,-2.99%,-,-,6.00,-,78.60%,280.34%,8.54,713,6.20,17.30%,-51.20%,77.49,5.40% 4.91%,Yes,0.00,-550.30%,-51.30%,0.86,181.04,Yes,0.00,Nov 10 AMC,-,804.14K,185.53,1.60,17.89%,24.21%,63.39%,"701,102",2.48%,TXG,"10x Genomics, Inc.",Healthcare,Health Information Services
S&P 500,33.09,5.29,0.10%,917.00M,2.15%,163.12B,29.89,5.86,-32.05%,915.86M,6.72%,4.95B,3.31,1.33,86.70%,1.46%,16.09%,13.74B,11.88,-5.60%,0.31%,3.27,32.12%,9.08,19.28,6.57%,27.90%,161.67,31.32%,5.92,29.56,10.00%,60.70%,93.09 - 175.18,6.68%,4.08,88.75,15.30%,34.10%,-0.05%,1.06,2.33%,3.30,2.00%,63.50%,88.10%,3.15,29768,4.20,1.20%,38.80%,69.12,1.75% 1.79%,Yes,0.82,-2.80%,36.10%,0.87,173.33,Yes,0.75,Jan 26 AMC,67.10%,4.08M,175.10,2.50,5.18%,7.79%,26.29%,"3,584,673",1.02%,TXN,Texas Instruments Incorporated,Technology,Semiconductors
S&P 500,41.56,1.18,0.40%,228.92M,0.45%,11.54B,18.34,2.68,-24.10%,227.85M,3.78%,272.00M,-,0.89,86.90%,1.43%,40.54%,12.02B,0.96,-26.60%,0.06%,2.78,43.11%,25.08,1.96,41.78%,1.70%,49.00,10.27%,11.38,4.32,-3.53%,4.90%,20.26 - 51.53,1.72%,0.08,16.65,10.30%,9.40%,-4.60%,1.72,0.16%,1.10,-0.40%,13.40%,142.65%,1.31,35000,2.20,-16.10%,2.90%,56.08,2.25% 2.72%,Yes,0.82,-47.30%,2.30%,0.59,49.63,Yes,0.67,Jan 27 BMO,6.70%,1.17M,49.16,2.60,1.79%,4.94%,33.18%,"694,057",-0.95%,TXT,Textron Inc.,Industrials,Aerospace & Defense
S&P 500,93.58,4.56,0.90%,40.26M,1.12%,17.08B,72.61,5.88,-33.35%,39.79M,-4.92%,187.50M,9.36,1.42,95.20%,2.54%,7.69%,1.12B,15.22,0.60%,-0.16%,4.10,16.00%,47.15,9.05,5.85%,8.10%,427.50,36.99%,14.35,29.74,10.00%,10.60%,247.22 - 466.21,-2.25%,-,54.23,17.00%,8.80%,-8.47%,0.63,-,1.90,17.10%,48.70%,72.60%,9.29,5511,1.90,3.70%,15.10%,47.53,1.63% 2.11%,Yes,0.00,-5.80%,16.70%,0.40,430.18,Yes,0.00,Nov 04 AMC,0.00%,246.73K,426.71,2.30,-0.88%,-0.55%,15.39%,"98,566",-0.81%,TYL,"Tyler Technologies, Inc.",Technology,Software - Application
-,-,-1.44,2.30%,270.97M,-2.76%,40.28B,-,-0.28,-27.43%,226.77M,-6.85%,-359.60M,-,-0.14,62.20%,2.97%,68.63%,710.20M,56.71,-107.80%,0.37%,2.87,-,7.60,19.34,24.30%,-,108.50,-,6.42,22.89,26.00%,-,65.11 - 174.94,-4.24%,-,-,-,54.90%,-15.99%,-,-,5.00,-,78.90%,125.71%,9.10,3719,5.00,53.40%,-34.10%,50.10,5.42% 6.14%,Yes,0.00,-179.50%,-50.60%,0.62,147.25,Yes,0.00,Feb 04 AMC,-,2.35M,146.96,2.40,-3.09%,3.89%,21.46%,"1,461,313",-0.20%,U,Unity Software Inc.,Technology,Software - Application
S&P 500,-,-16.45,0.10%,291.00M,-4.14%,13.15B,-,-5.85,-57.06%,290.19M,-4.81%,-4531.00M,-,-6.60,62.20%,4.74%,18.11%,22.83B,0.58,51.30%,-0.27%,0.75,34.48%,24.07,1.77,80.50%,-8.20%,48.20,-48.90%,44.39,0.96,-,-49.70%,17.80 - 88.00,-1.53%,-,-,31.60%,12.90%,-51.60%,1.58,-,1.00,2.10%,53.80%,139.27%,1.80,87887,1.00,-78.10%,-14.70%,44.93,3.77% 3.55%,Yes,3.90,-258.40%,-19.80%,1.77,45.18,Yes,3.22,Jan 20 AMC,-,18.40M,42.59,2.70,-2.85%,-3.15%,19.19%,"32,185,626",-5.73%,UAL,"United Airlines Holdings, Inc.",Industrials,Airlines
-,-,-3.97,0.10%,1.76B,-6.08%,100.86B,-,-1.57,-95.49%,1.71B,10.21%,-6896.00M,-,-0.55,74.90%,3.23%,53.65%,12.98B,7.77,43.50%,0.21%,2.48,70.82%,5.10,10.94,59.20%,-23.20%,57.22,50.62%,4.03,13.84,65.50%,-62.70%,13.71 - 60.03,9.39%,-,-,-66.40%,-40.40%,-7.06%,-,-,1.40,95.50%,35.70%,306.93%,2.46,26900,1.40,-17.90%,-50.20%,55.40,4.41% 4.49%,Yes,0.87,9.00%,-53.10%,0.60,56.38,Yes,0.79,Feb 10 AMC,-,22.18M,55.79,1.90,2.82%,7.50%,48.04%,"13,432,029",-1.05%,UBER,"Uber Technologies, Inc.",Technology,Software - Application
-,9.82,1.52,0.05%,3.59B,-1.19%,58.00B,10.86,1.38,0.00%,3.57B,6.19%,5.64B,0.82,0.26,48.86%,0.25%,22.23%,11.10B,5.23,-2.80%,-,2.98,22.33%,16.57,0.90,-10.77%,0.50%,16.17,20.00%,158.50,0.09,11.92%,9.90%,7.25 - 15.61,5.66%,0.36,1.07,4.60%,1.10%,-4.36%,1.23,2.41%,-,3.10%,-,105.83%,0.27,71230,-,-37.90%,43.80%,56.54,1.10% 1.43%,Yes,2.65,101.10%,50.80%,0.74,14.95,Yes,2.65,Jan 26 BMO,23.20%,2.96M,14.93,1.50,1.98%,4.21%,24.90%,"2,223,614",-0.13%,UBS,UBS Group AG,Financial,Banks - Diversified
S&P 500,88.25,0.45,0.50%,294.71M,2.67%,11.36B,-,0.00,-14.73%,291.64M,6.11%,131.20M,-,0.11,99.40%,2.53%,21.50%,1.24B,9.14,-14.50%,0.26%,3.39,7.68%,11.09,3.54,-100.00%,1.40%,41.06,-17.83%,0.00,12624.43,-,3.90%,29.20 - 51.25,2.19%,1.44,58.54,86.90%,2.70%,-23.38%,0.76,3.67%,-,7.10%,67.10%,34.49%,1.00,1330,-,4.90%,16.50%,57.18,2.72% 2.49%,Yes,1.50,-198.70%,10.50%,0.51,39.47,Yes,1.43,Feb 09 AMC,314.50%,2.17M,39.27,2.40,3.83%,2.10%,7.69%,"1,117,249",-0.51%,UDR,"UDR, Inc.",Real Estate,REIT - Residential
S&P 500,12.81,10.20,1.20%,84.67M,-3.64%,11.12B,12.15,10.76,0.00%,74.83M,-4.77%,877.80M,2.51,2.79,96.10%,1.49%,15.99%,11.37B,0.98,10.80%,-0.20%,1.88,23.33%,70.42,1.86,4.01%,7.30%,146.60,-10.19%,12.95,10.09,5.11%,15.60%,65.20 - 148.27,-4.92%,-,4.43,11.00%,10.30%,-11.82%,1.19,-,1.10,6.80%,-,100.52%,3.79,67700,1.10,3.20%,11.30%,42.18,2.31% 2.65%,Yes,0.61,157.10%,7.70%,0.56,131.70,Yes,0.59,Oct 29 AMC,3.90%,593.23K,130.74,2.40,-4.05%,-2.38%,16.32%,"333,620",-0.73%,UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities
-,38.37,6.83,89.65%,63.61M,7.55%,16.18B,33.17,7.90,-0.01%,6.50M,-4.09%,438.70M,2.24,1.77,8.50%,15.55%,32.46%,1.43B,11.28,27.70%,-0.06%,10.29,42.35%,-4.12,-,3.73%,63.20%,182.50,53.98%,2.10,125.06,17.10%,-145.60%,110.01 - 284.89,-5.87%,1.60,47.04,32.00%,114.40%,-7.98%,1.43,0.61%,1.30,16.60%,47.70%,138.31%,9.18,1021,2.30,46.50%,38.20%,53.30,3.39% 3.40%,Yes,-,71.50%,30.60%,1.13,257.76,Yes,-,-,10.20%,98.14K,262.16,3.40,-0.97%,1.50%,33.61%,"111,029",1.71%,UI,Ubiquiti Inc.,Technology,Communication Equipment
-,21.96,2.73,2.90%,2.62B,1.27%,156.66B,19.06,3.14,0.00%,1.12B,1.92%,7.17B,3.18,-,3.80%,0.14%,-4.07%,62.69B,2.50,-38.60%,5.48%,0.87,7.29%,7.26,8.25,16.57%,-,72.00,3.83%,2.77,21.64,6.90%,-,44.06 - 63.89,-0.73%,1.94,-,3.60%,15.80%,-6.21%,0.48,3.24%,0.60,1.40%,-,36.00%,0.80,149867,0.90,-1.60%,-,52.48,0.98% 1.20%,Yes,1.84,8.90%,-,0.74,59.55,Yes,1.54,-,-,1.83M,59.92,1.00,0.54%,0.35%,3.57%,"1,342,893",0.62%,UL,Unilever PLC,Consumer Defensive,Household & Personal Products
S&P 500,75.72,3.97,0.20%,56.33M,2.12%,16.91B,28.31,10.61,-44.99%,53.88M,11.85%,227.10M,216.35,2.26,90.70%,3.98%,29.01%,6.26B,2.70,11.00%,0.49%,2.09,46.14%,32.92,9.12,217.51%,4.40%,299.67,9.61%,-,-,0.35%,12.50%,124.05 - 310.49,4.55%,-,26.90,25.00%,36.80%,-3.30%,1.77,-,0.70,17.90%,31.70%,142.03%,8.51,18000,1.80,-7.80%,4.80%,63.57,3.78% 3.02%,Yes,0.00,-41.10%,3.60%,0.65,295.40,Yes,0.00,Dec 03 AMC,0.00%,1.03M,300.24,2.10,5.29%,8.72%,29.02%,"662,834",1.64%,ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail
-,44.84,0.22,-,2.44B,12.49%,25.23B,27.03,0.37,-,2.16B,23.00%,559.40M,2.24,0.06,4.30%,0.36%,84.84%,5.94B,4.25,39.10%,0.18%,1.36,235.57%,3.06,3.27,19.35%,4.30%,7.93,275.94%,1.43,7.00,20.00%,7.50%,2.10 - 10.28,18.62%,0.14,13.94,-3.10%,1.80%,-2.72%,1.00,1.40%,2.20,1.10%,19.10%,377.33%,0.51,19929,2.60,23.20%,8.40%,63.69,6.35% 4.09%,Yes,0.37,293.10%,9.40%,2.56,9.56,Yes,0.28,Oct 29 BMO,-,5.71M,10.00,2.00,15.33%,30.22%,119.00%,"14,164,572",4.60%,UMC,United Microelectronics Corporation,Technology,Semiconductors
DJIA S&P500,20.40,17.40,0.30%,950.00M,-0.01%,336.09B,19.49,18.21,-6.55%,943.32M,4.91%,16.73B,1.67,2.41,89.40%,0.66%,9.77%,252.58B,1.33,17.50%,-0.02%,1.92,15.74%,68.66,5.17,8.62%,9.00%,389.36,18.10%,18.54,19.15,12.25%,27.50%,187.72 - 367.95,1.23%,5.00,21.37,20.20%,16.20%,-3.52%,0.75,1.41%,-,13.20%,-,89.11%,7.57,325000,-,7.90%,9.50%,56.40,2.15% 2.18%,Yes,0.67,-10.30%,6.60%,1.07,350.84,Yes,0.61,Jan 20 BMO,26.40%,3.26M,355.00,1.80,1.45%,2.52%,13.21%,"3,750,194",1.19%,UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans
S&P 500,26.49,7.85,0.10%,675.00M,-4.02%,139.81B,21.83,9.53,-1.30%,672.43M,2.11%,5.37B,2.97,2.23,81.00%,0.81%,0.54%,19.60B,7.13,6.00%,-0.15%,1.87,15.90%,25.48,8.16,18.26%,8.60%,225.42,14.91%,3.96,52.54,8.93%,31.70%,105.08 - 221.28,-0.15%,3.88,57.32,7.80%,15.50%,-6.05%,1.08,1.87%,0.90,-2.00%,82.20%,97.85%,4.61,31362,1.10,-10.80%,40.40%,47.27,2.09% 1.97%,Yes,1.63,-9.10%,27.40%,2.20,218.18,Yes,1.52,Jan 21 BMO,49.30%,2.92M,207.90,2.00,-1.04%,1.01%,12.61%,"6,346,356",-4.71%,UNP,Union Pacific Corporation,Industrials,Railroads
S&P 500,30.40,5.27,-,868.00M,-1.85%,142.37B,18.92,8.46,-,715.15M,-8.61%,4.58B,3.16,2.13,69.50%,1.03%,-8.45%,80.30B,1.77,-7.20%,-0.02%,1.84,34.86%,6.44,24.86,10.19%,7.50%,173.21,36.53%,10.39,15.41,9.61%,111.00%,82.00 - 178.01,-4.93%,4.04,39.10,9.30%,23.10%,-10.06%,0.99,2.52%,1.30,4.90%,78.90%,95.24%,3.66,495000,1.30,15.90%,9.70%,42.96,2.23% 2.11%,Yes,4.60,11.60%,5.70%,0.49,159.84,Yes,4.17,Feb 02 BMO,75.40%,4.00M,160.10,2.50,-2.91%,-3.95%,14.09%,"2,004,104",0.16%,UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics
S&P 500,20.56,12.61,0.20%,72.19M,1.87%,19.08B,15.38,16.85,-27.91%,71.82M,13.92%,931.00M,-,4.19,-,6.37%,36.92%,8.71B,2.19,14.50%,-0.16%,5.39,59.27%,57.64,4.50,2.99%,5.10%,248.86,66.95%,2.36,109.68,-3.15%,24.00%,58.85 - 267.59,11.78%,-,7.56,24.00%,11.90%,-3.13%,2.12,-,0.80,10.50%,37.70%,340.48%,8.51,19100,0.90,-12.10%,21.70%,61.34,2.63% 3.28%,Yes,2.42,-43.60%,10.70%,0.50,260.20,Yes,2.25,Jan 27 AMC,0.00%,850.00K,259.22,2.40,5.95%,10.87%,47.93%,"426,417",-0.38%,URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services
S&P 500,15.13,3.02,0.09%,1.51B,-7.76%,70.05B,12.97,3.52,-3.69%,1.50B,1.81%,4.60B,7.15,0.95,75.30%,0.83%,16.48%,15.62B,4.49,0.40%,0.28%,1.73,25.95%,30.93,1.48,15.48%,0.90%,53.97,-16.87%,28.72,1.59,2.12%,10.00%,28.36 - 55.69,-1.97%,1.68,32.69,6.20%,11.70%,-17.99%,1.11,3.68%,-,7.40%,-,61.04%,1.16,69651,-,-19.50%,58.30%,42.59,2.20% 2.22%,Yes,0.91,-14.10%,29.50%,1.75,45.58,Yes,0.91,Jan 20 BMO,55.60%,7.19M,45.67,2.40,-3.87%,0.24%,17.40%,"12,366,274",0.20%,USB,U.S. Bancorp,Financial,Banks - Regional
DJIA S&P500,45.08,4.55,0.11%,1.97B,-2.01%,480.11B,29.99,6.84,-9.92%,1.55B,-2.92%,10.48B,3.75,1.28,96.10%,1.97%,3.76%,21.85B,21.98,-18.60%,0.01%,3.58,3.16%,15.79,12.99,25.52%,13.70%,236.09,-1.33%,8.56,23.96,12.03%,34.80%,133.93 - 220.39,-6.21%,1.28,68.20,10.90%,20.20%,-6.92%,0.96,0.62%,1.90,9.50%,79.30%,53.17%,4.03,20500,1.90,-16.90%,64.50%,43.52,2.36% 1.88%,Yes,0.77,-52.70%,47.90%,0.75,206.01,Yes,0.68,Jan 28 AMC,22.80%,8.52M,205.14,1.80,-2.53%,-2.27%,4.01%,"6,517,948",-0.42%,V,Visa Inc.,Financial,Credit Services
-,30.07,0.58,38.50%,5.13B,-3.75%,98.49B,6.05,2.89,0.00%,4.21B,0.58%,2.98B,23.13,0.89,19.60%,2.20%,57.53%,32.83B,3.00,-126.00%,0.16%,2.90,53.47%,7.30,2.39,50.21%,3.60%,19.79,32.43%,1.73,10.12,1.30%,8.60%,6.38 - 19.00,4.24%,0.69,41.45,-32.80%,2.10%,-8.05%,1.08,3.95%,1.20,12.50%,46.70%,173.84%,0.56,71149,1.60,42.40%,19.10%,52.66,3.08% 2.48%,Yes,0.44,141.10%,9.10%,1.04,17.45,Yes,0.41,Oct 28 AMC,180.50%,32.05M,17.47,1.90,-1.02%,11.13%,50.47%,"33,206,400",0.11%,VALE,Vale S.A.,Basic Materials,Other Industrial Metals & Mining
S&P 500,58.55,3.00,0.20%,91.20M,0.07%,16.02B,28.60,6.14,-70.32%,91.05M,0.46%,274.60M,5.91,1.10,91.80%,2.76%,2.21%,3.17B,5.06,-7.50%,-0.16%,3.19,35.41%,22.76,7.72,15.63%,6.10%,177.75,17.40%,-,-,9.90%,14.00%,89.62 - 176.19,0.34%,-,40.08,-0.60%,9.80%,-0.33%,1.07,-,1.10,4.90%,43.50%,95.94%,0.44,10613,1.40,-3.20%,10.20%,59.28,0.21% 0.23%,Yes,0.18,20.40%,8.50%,0.85,175.86,Yes,0.00,Jan 26 AMC,0.00%,786.87K,175.60,3.30,0.20%,0.61%,16.01%,"670,737",-0.15%,VAR,"Varian Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies
